date,source,symbol,price_low,price_mid,price_high,currency,unit,price_low_usd_mt,price_mid_usd_mt,price_high_usd_mt
2024-08-21,Synthetic_Historical,rebar_uae_import,621.0232504656176,624.1439703172036,627.2646901687897,USD,mt,621.0232504656176,624.1439703172036,627.2646901687897
2024-08-22,Synthetic_Historical,rebar_uae_import,625.1917944534737,628.3334617622851,631.4751290710965,USD,mt,625.1917944534737,628.3334617622851,631.4751290710965
2024-08-23,Synthetic_Historical,rebar_uae_import,623.6076613030657,626.7413681437846,629.8750749845035,USD,mt,623.6076613030657,626.7413681437846,629.8750749845035
2024-08-24,Synthetic_Historical,rebar_uae_import,629.1544083549783,632.3159882964605,635.4775682379428,USD,mt,629.1544083549783,632.3159882964605,635.4775682379428
2024-08-25,Synthetic_Historical,rebar_uae_import,642.6425760816768,645.8719357604792,649.1012954392817,USD,mt,642.6425760816768,645.8719357604792,649.1012954392817
2024-08-26,Synthetic_Historical,rebar_uae_import,640.2032882368142,643.4203901877529,646.6374921386916,USD,mt,640.2032882368142,643.4203901877529,646.6374921386916
2024-08-27,Synthetic_Historical,rebar_uae_import,637.7690220958907,640.973891553659,644.1787610114272,USD,mt,637.7690220958907,640.973891553659,644.1787610114272
2024-08-28,Synthetic_Historical,rebar_uae_import,651.7812142924003,655.0564967762816,658.331779260163,USD,mt,651.7812142924003,655.0564967762816,658.331779260163
2024-08-29,Synthetic_Historical,rebar_uae_import,658.4380495802634,661.7467834977522,665.055517415241,USD,mt,658.4380495802634,661.7467834977522,665.055517415241
2024-08-30,Synthetic_Historical,rebar_uae_import,653.8849449949687,657.1707989899182,660.4566529848678,USD,mt,653.8849449949687,657.1707989899182,660.4566529848678
2024-08-31,Synthetic_Historical,rebar_uae_import,658.5129831060376,661.8220935739072,665.1312040417768,USD,mt,658.5129831060376,661.8220935739072,665.1312040417768
2024-09-01,Synthetic_Historical,rebar_uae_import,654.025024232155,657.3115821428694,660.5981400535837,USD,mt,654.025024232155,657.3115821428694,660.5981400535837
2024-09-02,Synthetic_Historical,rebar_uae_import,649.5212913033896,652.7852173903414,656.0491434772931,USD,mt,649.5212913033896,652.7852173903414,656.0491434772931
2024-09-03,Synthetic_Historical,rebar_uae_import,651.4393944317392,654.7129592278785,657.9865240240179,USD,mt,651.4393944317392,654.7129592278785,657.9865240240179
2024-09-04,Synthetic_Historical,rebar_uae_import,633.8213309528056,637.0063627666389,640.1913945804721,USD,mt,633.8213309528056,637.0063627666389,640.1913945804721
2024-09-05,Synthetic_Historical,rebar_uae_import,617.9164646001609,621.0215724624733,624.1266803247856,USD,mt,617.9164646001609,621.0215724624733,624.1266803247856
2024-09-06,Synthetic_Historical,rebar_uae_import,612.5584641957967,615.6366474329615,618.7148306701263,USD,mt,612.5584641957967,615.6366474329615,618.7148306701263
2024-09-07,Synthetic_Historical,rebar_uae_import,603.1208240166088,606.15158192624,609.1823398358713,USD,mt,603.1208240166088,606.15158192624,609.1823398358713
2024-09-08,Synthetic_Historical,rebar_uae_import,605.7211715847787,608.7649965676168,611.8088215504548,USD,mt,605.7211715847787,608.7649965676168,611.8088215504548
2024-09-09,Synthetic_Historical,rebar_uae_import,597.2447489799094,600.2459788742808,603.2472087686522,USD,mt,597.2447489799094,600.2459788742808,603.2472087686522
2024-09-10,Synthetic_Historical,rebar_uae_import,584.2015791266934,587.1372654539632,590.072951781233,USD,mt,584.2015791266934,587.1372654539632,590.072951781233
2024-09-11,Synthetic_Historical,rebar_uae_import,597.2581837226843,600.2594811283259,603.2607785339675,USD,mt,597.2581837226843,600.2594811283259,603.2607785339675
2024-09-12,Synthetic_Historical,rebar_uae_import,594.984335226488,597.9742062577769,600.9640772890658,USD,mt,594.984335226488,597.9742062577769,600.9640772890658
2024-09-13,Synthetic_Historical,rebar_uae_import,595.3754840127795,598.3673206158587,601.359157218938,USD,mt,595.3754840127795,598.3673206158587,601.359157218938
2024-09-14,Synthetic_Historical,rebar_uae_import,582.2419093967643,585.1677481374516,588.0935868781388,USD,mt,582.2419093967643,585.1677481374516,588.0935868781388
2024-09-15,Synthetic_Historical,rebar_uae_import,577.0962347916624,579.9962158710175,582.8961969503727,USD,mt,577.0962347916624,579.9962158710175,582.8961969503727
2024-09-16,Synthetic_Historical,rebar_uae_import,577.8978802491605,580.8018896976488,583.7058991461371,USD,mt,577.8978802491605,580.8018896976488,583.7058991461371
2024-09-17,Synthetic_Historical,rebar_uae_import,567.2635430751053,570.114113643322,572.9646842115386,USD,mt,567.2635430751053,570.114113643322,572.9646842115386
2024-09-18,Synthetic_Historical,rebar_uae_import,570.4773785201584,573.3440990152345,576.2108195103107,USD,mt,570.4773785201584,573.3440990152345,576.2108195103107
2024-09-19,Synthetic_Historical,rebar_uae_import,564.8446066379262,567.6830217466595,570.5214368553928,USD,mt,564.8446066379262,567.6830217466595,570.5214368553928
2024-09-20,Synthetic_Historical,rebar_uae_import,562.0188153395313,564.8430304919913,567.6672456444512,USD,mt,562.0188153395313,564.8430304919913,567.6672456444512
2024-09-21,Synthetic_Historical,rebar_uae_import,556.3879707317673,559.1838901826807,561.9798096335941,USD,mt,556.3879707317673,559.1838901826807,561.9798096335941
2024-09-22,Synthetic_Historical,rebar_uae_import,573.0130829354771,575.8925456637961,578.7720083921151,USD,mt,573.0130829354771,575.8925456637961,578.7720083921151
2024-09-23,Synthetic_Historical,rebar_uae_import,572.7271705154031,575.6051964978926,578.4832224803821,USD,mt,572.7271705154031,575.6051964978926,578.4832224803821
2024-09-24,Synthetic_Historical,rebar_uae_import,562.9792947390108,565.8083364211163,568.6373781032219,USD,mt,562.9792947390108,565.8083364211163,568.6373781032219
2024-09-25,Synthetic_Historical,rebar_uae_import,570.2854490939892,573.1512051195872,576.0169611451852,USD,mt,570.2854490939892,573.1512051195872,576.0169611451852
2024-09-26,Synthetic_Historical,rebar_uae_import,559.0702041661168,561.8796021770019,564.6890001878869,USD,mt,559.0702041661168,561.8796021770019,564.6890001878869
2024-09-27,Synthetic_Historical,rebar_uae_import,560.8239099891294,563.6421205920899,566.4603311950503,USD,mt,560.8239099891294,563.6421205920899,566.4603311950503
2024-09-28,Synthetic_Historical,rebar_uae_import,542.921546309758,545.6497952861889,548.3780442626198,USD,mt,542.921546309758,545.6497952861889,548.3780442626198
2024-09-29,Synthetic_Historical,rebar_uae_import,530.7507033944731,533.4177923562544,536.0848813180356,USD,mt,530.7507033944731,533.4177923562544,536.0848813180356
2024-09-30,Synthetic_Historical,rebar_uae_import,532.4132652027503,535.0887087464827,537.7641522902151,USD,mt,532.4132652027503,535.0887087464827,537.7641522902151
2024-10-01,Synthetic_Historical,rebar_uae_import,538.9924255607576,541.7009302118167,544.4094348628759,USD,mt,538.9924255607576,541.7009302118167,544.4094348628759
2024-10-02,Synthetic_Historical,rebar_uae_import,540.4356365215197,543.1513934889645,545.8671504564093,USD,mt,540.4356365215197,543.1513934889645,545.8671504564093
2024-10-03,Synthetic_Historical,rebar_uae_import,539.282378615797,541.992340317384,544.702302018971,USD,mt,539.282378615797,541.992340317384,544.702302018971
2024-10-04,Synthetic_Historical,rebar_uae_import,536.4534956430133,539.1492418522747,541.8449880615361,USD,mt,536.4534956430133,539.1492418522747,541.8449880615361
2024-10-05,Synthetic_Historical,rebar_uae_import,522.9549156054997,525.582829754271,528.2107439030423,USD,mt,522.9549156054997,525.582829754271,528.2107439030423
2024-10-06,Synthetic_Historical,rebar_uae_import,516.3410923343871,518.9357711903388,521.5304500462904,USD,mt,516.3410923343871,518.9357711903388,521.5304500462904
2024-10-07,Synthetic_Historical,rebar_uae_import,512.0833312677905,514.656614339488,517.2298974111854,USD,mt,512.0833312677905,514.656614339488,517.2298974111854
2024-10-08,Synthetic_Historical,rebar_uae_import,521.5928652379569,524.2139349125194,526.835004587082,USD,mt,521.5928652379569,524.2139349125194,526.835004587082
2024-10-09,Synthetic_Historical,rebar_uae_import,524.638941041929,527.2753176300794,529.9116942182297,USD,mt,524.638941041929,527.2753176300794,529.9116942182297
2024-10-10,Synthetic_Historical,rebar_uae_import,508.58989859353846,511.1456267271743,513.7013548608102,USD,mt,508.58989859353846,511.1456267271743,513.7013548608102
2024-10-11,Synthetic_Historical,rebar_uae_import,511.4704853837545,514.040688827894,516.6108922720334,USD,mt,511.4704853837545,514.040688827894,516.6108922720334
2024-10-12,Synthetic_Historical,rebar_uae_import,507.9268926773048,510.4792891229194,513.031685568534,USD,mt,507.9268926773048,510.4792891229194,513.031685568534
2024-10-13,Synthetic_Historical,rebar_uae_import,501.742973646187,504.264295121796,506.785616597405,USD,mt,501.742973646187,504.264295121796,506.785616597405
2024-10-14,Synthetic_Historical,rebar_uae_import,507.24843884042525,509.79742597027666,512.3464131001281,USD,mt,507.24843884042525,509.79742597027666,512.3464131001281
2024-10-15,Synthetic_Historical,rebar_uae_import,516.5616018589393,519.1573888029541,521.7531757469689,USD,mt,516.5616018589393,519.1573888029541,521.7531757469689
2024-10-16,Synthetic_Historical,rebar_uae_import,524.9763100542311,527.6143819640514,530.2524538738717,USD,mt,524.9763100542311,527.6143819640514,530.2524538738717
2024-10-17,Synthetic_Historical,rebar_uae_import,517.3436943721465,519.943411429293,522.5431284864394,USD,mt,517.3436943721465,519.943411429293,522.5431284864394
2024-10-18,Synthetic_Historical,rebar_uae_import,514.5222409609823,517.1077798602838,519.6933187595853,USD,mt,514.5222409609823,517.1077798602838,519.6933187595853
2024-10-19,Synthetic_Historical,rebar_uae_import,517.5135498540275,520.114120456309,522.7146910585906,USD,mt,517.5135498540275,520.114120456309,522.7146910585906
2024-10-20,Synthetic_Historical,rebar_uae_import,526.3520966068319,528.9970820169165,531.642067427001,USD,mt,526.3520966068319,528.9970820169165,531.642067427001
2024-10-21,Synthetic_Historical,rebar_uae_import,522.006335940146,524.6294833569306,527.2526307737152,USD,mt,522.006335940146,524.6294833569306,527.2526307737152
2024-10-22,Synthetic_Historical,rebar_uae_import,520.3273664527712,522.9420768369561,525.5567872211409,USD,mt,520.3273664527712,522.9420768369561,525.5567872211409
2024-10-23,Synthetic_Historical,rebar_uae_import,510.30615476705947,512.8705073035774,515.4348598400952,USD,mt,510.30615476705947,512.8705073035774,515.4348598400952
2024-10-24,Synthetic_Historical,rebar_uae_import,499.4755132301069,501.98544043226826,504.4953676344296,USD,mt,499.4755132301069,501.98544043226826,504.4953676344296
2024-10-25,Synthetic_Historical,rebar_uae_import,506.86331366900686,509.4103654964893,511.95741732397175,USD,mt,506.86331366900686,509.4103654964893,511.95741732397175
2024-10-26,Synthetic_Historical,rebar_uae_import,519.1862853117495,521.7952616198488,524.4042379279481,USD,mt,519.1862853117495,521.7952616198488,524.4042379279481
2024-10-27,Synthetic_Historical,rebar_uae_import,518.5647070515479,521.1705598508019,523.7764126500558,USD,mt,518.5647070515479,521.1705598508019,523.7764126500558
2024-10-28,Synthetic_Historical,rebar_uae_import,527.7002699626008,530.3520301131666,533.0037902637324,USD,mt,527.7002699626008,530.3520301131666,533.0037902637324
2024-10-29,Synthetic_Historical,rebar_uae_import,531.0210072149586,533.6894544873956,536.3579017598325,USD,mt,531.0210072149586,533.6894544873956,536.3579017598325
2024-10-30,Synthetic_Historical,rebar_uae_import,525.21871769319,527.8580077318493,530.4972977705086,USD,mt,525.21871769319,527.8580077318493,530.4972977705086
2024-10-31,Synthetic_Historical,rebar_uae_import,528.5475552505399,531.2035731161204,533.859590981701,USD,mt,528.5475552505399,531.2035731161204,533.859590981701
2024-11-01,Synthetic_Historical,rebar_uae_import,542.5499868196921,545.2763686630071,548.0027505063222,USD,mt,542.5499868196921,545.2763686630071,548.0027505063222
2024-11-02,Synthetic_Historical,rebar_uae_import,542.2873157114811,545.0123775994786,547.737439487476,USD,mt,542.2873157114811,545.0123775994786,547.737439487476
2024-11-03,Synthetic_Historical,rebar_uae_import,556.5409602559647,559.337648498457,562.1343367409494,USD,mt,556.5409602559647,559.337648498457,562.1343367409494
2024-11-04,Synthetic_Historical,rebar_uae_import,532.8599146852137,535.5376026987071,538.2152907122006,USD,mt,532.8599146852137,535.5376026987071,538.2152907122006
2024-11-05,Synthetic_Historical,rebar_uae_import,540.3889169599488,543.1044391557274,545.819961351506,USD,mt,540.3889169599488,543.1044391557274,545.819961351506
2024-11-06,Synthetic_Historical,rebar_uae_import,541.2598164067929,543.9797149817014,546.6996135566098,USD,mt,541.2598164067929,543.9797149817014,546.6996135566098
2024-11-07,Synthetic_Historical,rebar_uae_import,538.6351100332944,541.341819128939,544.0485282245837,USD,mt,538.6351100332944,541.341819128939,544.0485282245837
2024-11-08,Synthetic_Historical,rebar_uae_import,539.5581378922446,542.2694853188389,544.9808327454331,USD,mt,539.5581378922446,542.2694853188389,544.9808327454331
2024-11-09,Synthetic_Historical,rebar_uae_import,521.6326146479336,524.2538840682749,526.8751534886163,USD,mt,521.6326146479336,524.2538840682749,526.8751534886163
2024-11-10,Synthetic_Historical,rebar_uae_import,519.7410403366708,522.3528043584631,524.9645683802554,USD,mt,519.7410403366708,522.3528043584631,524.9645683802554
2024-11-11,Synthetic_Historical,rebar_uae_import,523.0836062465941,525.712167082004,528.340727917414,USD,mt,523.0836062465941,525.712167082004,528.340727917414
2024-11-12,Synthetic_Historical,rebar_uae_import,536.5926324700656,539.2890778593625,541.9855232486593,USD,mt,536.5926324700656,539.2890778593625,541.9855232486593
2024-11-13,Synthetic_Historical,rebar_uae_import,532.0068986877618,534.6803001887054,537.3537016896489,USD,mt,532.0068986877618,534.6803001887054,537.3537016896489
2024-11-14,Synthetic_Historical,rebar_uae_import,524.7939947998608,527.4311505526239,530.068306305387,USD,mt,524.7939947998608,527.4311505526239,530.068306305387
2024-11-15,Synthetic_Historical,rebar_uae_import,520.3664486205745,522.9813553975623,525.5962621745501,USD,mt,520.3664486205745,522.9813553975623,525.5962621745501
2024-11-16,Synthetic_Historical,rebar_uae_import,528.7923205497235,531.449568391682,534.1068162336404,USD,mt,528.7923205497235,531.449568391682,534.1068162336404
2024-11-17,Synthetic_Historical,rebar_uae_import,531.903115867039,534.5759958462703,537.2488758255016,USD,mt,531.903115867039,534.5759958462703,537.2488758255016
2024-11-18,Synthetic_Historical,rebar_uae_import,527.2338198212502,529.8832360012565,532.5326521812627,USD,mt,527.2338198212502,529.8832360012565,532.5326521812627
2024-11-19,Synthetic_Historical,rebar_uae_import,532.0254916964996,534.6989866296478,537.3724815627961,USD,mt,532.0254916964996,534.6989866296478,537.3724815627961
2024-11-20,Synthetic_Historical,rebar_uae_import,533.047420745973,535.7260510009779,538.4046812559828,USD,mt,533.047420745973,535.7260510009779,538.4046812559828
2024-11-21,Synthetic_Historical,rebar_uae_import,541.9755443285641,544.6990395261951,547.4225347238261,USD,mt,541.9755443285641,544.6990395261951,547.4225347238261
2024-11-22,Synthetic_Historical,rebar_uae_import,535.7592208833787,538.4514782747525,541.1437356661263,USD,mt,535.7592208833787,538.4514782747525,541.1437356661263
2024-11-23,Synthetic_Historical,rebar_uae_import,532.9410648238328,535.6191606269676,538.2972564301025,USD,mt,532.9410648238328,535.6191606269676,538.2972564301025
2024-11-24,Synthetic_Historical,rebar_uae_import,529.5420878349316,532.2031033516901,534.8641188684485,USD,mt,529.5420878349316,532.2031033516901,534.8641188684485
2024-11-25,Synthetic_Historical,rebar_uae_import,516.4321572614392,519.0272937300897,521.6224301987402,USD,mt,516.4321572614392,519.0272937300897,521.6224301987402
2024-11-26,Synthetic_Historical,rebar_uae_import,519.2800710242241,521.8895186173106,524.4989662103972,USD,mt,519.2800710242241,521.8895186173106,524.4989662103972
2024-11-27,Synthetic_Historical,rebar_uae_import,521.813310179548,524.4354876176362,527.0576650557244,USD,mt,521.813310179548,524.4354876176362,527.0576650557244
2024-11-28,Synthetic_Historical,rebar_uae_import,522.0291133983719,524.6523752747456,527.2756371511193,USD,mt,522.0291133983719,524.6523752747456,527.2756371511193
2024-11-29,Synthetic_Historical,rebar_uae_import,520.0746528256728,522.6880932921335,525.3015337585942,USD,mt,520.0746528256728,522.6880932921335,525.3015337585942
2024-11-30,Synthetic_Historical,rebar_uae_import,507.41710060264637,509.9669352790416,512.5167699554368,USD,mt,507.41710060264637,509.9669352790416,512.5167699554368
2024-12-01,Synthetic_Historical,rebar_uae_import,503.7815732813449,506.313138976226,508.84470467110714,USD,mt,503.7815732813449,506.313138976226,508.84470467110714
2024-12-02,Synthetic_Historical,rebar_uae_import,500.8554627069914,503.37232432863453,505.8891859502777,USD,mt,500.8554627069914,503.37232432863453,505.8891859502777
2024-12-03,Synthetic_Historical,rebar_uae_import,493.7652588396208,496.2464912961013,498.72772375258177,USD,mt,493.7652588396208,496.2464912961013,498.72772375258177
2024-12-04,Synthetic_Historical,rebar_uae_import,492.4895284811826,494.9643502323443,497.439171983506,USD,mt,492.4895284811826,494.9643502323443,497.439171983506
2024-12-05,Synthetic_Historical,rebar_uae_import,496.34222144650994,498.8364034638291,501.3305854811482,USD,mt,496.34222144650994,498.8364034638291,501.3305854811482
2024-12-06,Synthetic_Historical,rebar_uae_import,513.6358003329532,516.2168847567368,518.7979691805205,USD,mt,513.6358003329532,516.2168847567368,518.7979691805205
2024-12-07,Synthetic_Historical,rebar_uae_import,515.4127031517372,518.0027167354143,520.5927303190914,USD,mt,515.4127031517372,518.0027167354143,520.5927303190914
2024-12-08,Synthetic_Historical,rebar_uae_import,517.9441873282444,520.5469219379341,523.1496565476239,USD,mt,517.9441873282444,520.5469219379341,523.1496565476239
2024-12-09,Synthetic_Historical,rebar_uae_import,517.4676619350769,520.0680019448009,522.668341954525,USD,mt,517.4676619350769,520.0680019448009,522.668341954525
2024-12-10,Synthetic_Historical,rebar_uae_import,500.2708398785484,502.78476369703355,505.29868751551874,USD,mt,500.2708398785484,502.78476369703355,505.29868751551874
2024-12-11,Synthetic_Historical,rebar_uae_import,500.2329871612123,502.7467207650375,505.26045436886267,USD,mt,500.2329871612123,502.7467207650375,505.26045436886267
2024-12-12,Synthetic_Historical,rebar_uae_import,500.9835321073773,503.50103729384654,506.0185424803158,USD,mt,500.9835321073773,503.50103729384654,506.0185424803158
2024-12-13,Synthetic_Historical,rebar_uae_import,523.5238338449853,526.1546068793823,528.7853799137793,USD,mt,523.5238338449853,526.1546068793823,528.7853799137793
2024-12-14,Synthetic_Historical,rebar_uae_import,521.9876495792706,524.6107030947444,527.2337566102182,USD,mt,521.9876495792706,524.6107030947444,527.2337566102182
2024-12-15,Synthetic_Historical,rebar_uae_import,524.9313047476172,527.5691505001178,530.2069962526183,USD,mt,524.9313047476172,527.5691505001178,530.2069962526183
2024-12-16,Synthetic_Historical,rebar_uae_import,524.827625330479,527.4649500808835,530.1022748312879,USD,mt,524.827625330479,527.4649500808835,530.1022748312879
2024-12-17,Synthetic_Historical,rebar_uae_import,514.4437520404955,517.028896523111,519.6140410057266,USD,mt,514.4437520404955,517.028896523111,519.6140410057266
2024-12-18,Synthetic_Historical,rebar_uae_import,525.0194211346748,527.6577096830902,530.2959982315056,USD,mt,525.0194211346748,527.6577096830902,530.2959982315056
2024-12-19,Synthetic_Historical,rebar_uae_import,532.052126467736,534.7257552439557,537.3993840201755,USD,mt,532.052126467736,534.7257552439557,537.3993840201755
2024-12-20,Synthetic_Historical,rebar_uae_import,539.4404491487477,542.1512051746208,544.861961200494,USD,mt,539.4404491487477,542.1512051746208,544.861961200494
2024-12-21,Synthetic_Historical,rebar_uae_import,531.4121854708319,534.0825984631476,536.7530114554634,USD,mt,531.4121854708319,534.0825984631476,536.7530114554634
2024-12-22,Synthetic_Historical,rebar_uae_import,544.3492392796103,547.0846625925732,549.8200859055361,USD,mt,544.3492392796103,547.0846625925732,549.8200859055361
2024-12-23,Synthetic_Historical,rebar_uae_import,531.857558280521,534.5302093271567,537.2028603737925,USD,mt,531.857558280521,534.5302093271567,537.2028603737925
2024-12-24,Synthetic_Historical,rebar_uae_import,537.3980786857328,540.09857154345,542.7990644011672,USD,mt,537.3980786857328,540.09857154345,542.7990644011672
2024-12-25,Synthetic_Historical,rebar_uae_import,557.4789347258039,560.2803364078432,563.0817380898824,USD,mt,557.4789347258039,560.2803364078432,563.0817380898824
2024-12-26,Synthetic_Historical,rebar_uae_import,548.7184424758734,551.4758215837924,554.2332006917113,USD,mt,548.7184424758734,551.4758215837924,554.2332006917113
2024-12-27,Synthetic_Historical,rebar_uae_import,543.8049007707965,546.5375887143683,549.2702766579401,USD,mt,543.8049007707965,546.5375887143683,549.2702766579401
2024-12-28,Synthetic_Historical,rebar_uae_import,544.9297822762859,547.6681228907396,550.4064635051933,USD,mt,544.9297822762859,547.6681228907396,550.4064635051933
2024-12-29,Synthetic_Historical,rebar_uae_import,540.5863517714341,543.3028661019439,546.0193804324537,USD,mt,540.5863517714341,543.3028661019439,546.0193804324537
2024-12-30,Synthetic_Historical,rebar_uae_import,526.7482366459233,529.3952127094706,532.0421887730179,USD,mt,526.7482366459233,529.3952127094706,532.0421887730179
2024-12-31,Synthetic_Historical,rebar_uae_import,527.5915461408046,530.2427599405071,532.8939737402096,USD,mt,527.5915461408046,530.2427599405071,532.8939737402096
2025-01-01,Synthetic_Historical,rebar_uae_import,518.1813580499331,520.7852844722946,523.3892108946561,USD,mt,518.1813580499331,520.7852844722946,523.3892108946561
